id,route_name,route_link,bus_name,bus_type,departing_time,duration,reaching_time,star_rating,price,seats_available,state
1044,"Kolkata to Digha",https://redbus.in/bus-tickets/kolkata-to-digha,"Shyamoli Paribahan Pvt Ltd","VE A/C Seater (2+2)",23:30:00.000000,"05h 00m",04:30:00.000000,0,950.00,21,WBTC
1045,"Kolkata to Digha",https://redbus.in/bus-tickets/kolkata-to-digha,"Express Line","Volvo 9600 A/C Seater (2+2)",23:45:00.000000,"05h 00m",04:45:00.000000,0,779.00,3,WBTC
1046,"Kolkata to Digha",https://redbus.in/bus-tickets/kolkata-to-digha,"Maa Chandi Travels","A/C Seater / Sleeper (2+2)",22:00:00.000000,"07h 30m",05:30:00.000000,0,400.00,17,WBTC
1047,"Kolkata to Digha",https://redbus.in/bus-tickets/kolkata-to-digha,,,00:00:00.000000,,00:00:00.000000,0,0.00,0,WBTC
1048,"Kolkata to Digha",https://redbus.in/bus-tickets/kolkata-to-digha,,,00:00:00.000000,,00:00:00.000000,0,0.00,0,WBTC
1049,"Digha to Kolkata",https://redbus.in/bus-tickets/digha-to-kolkata,"Snemita Paribahan(Shinjini)","A/C Seater (2+3)",22:45:00.000000,"05h 25m",04:10:00.000000,0,288.00,16,SBSTC
1050,"Digha to Kolkata",https://redbus.in/bus-tickets/digha-to-kolkata,"City Express (Shinjini)","AC Seater (2+3)",22:45:00.000000,"05h 25m",04:10:00.000000,0,288.00,19,SBSTC
1051,"Digha to Kolkata",https://redbus.in/bus-tickets/digha-to-kolkata,"Satya Paribahan","A/C Seater (2+3)",23:00:00.000000,"04h 45m",03:45:00.000000,0,320.00,31,SBSTC
1052,"Kolkata to Bankura",https://redbus.in/bus-tickets/kolkata-to-bankura,"City Queen Bus Service","Non AC Seater (2+2)",20:50:00.000000,"05h 10m",02:00:00.000000,0,250.00,14,SBSTC
1053,"Kolkata to Bankura",https://redbus.in/bus-tickets/kolkata-to-bankura,"City Queen Bus Service","Non AC Seater (2+2)",21:30:00.000000,"06h 00m",03:30:00.000000,0,285.00,15,SBSTC
1054,"Digha to Kolkata",https://redbus.in/bus-tickets/digha-to-kolkata,"Snemita Paribahan(Shinjini)","A/C Seater (2+3)",22:45:00.000000,"05h 25m",04:10:00.000000,0,288.00,16,WBSTC
1055,"Digha to Kolkata",https://redbus.in/bus-tickets/digha-to-kolkata,"City Express (Shinjini)","AC Seater (2+3)",22:45:00.000000,"05h 25m",04:10:00.000000,0,288.00,19,WBSTC
1056,"Digha to Kolkata",https://redbus.in/bus-tickets/digha-to-kolkata,"Satya Paribahan","A/C Seater (2+3)",23:00:00.000000,"04h 45m",03:45:00.000000,0,320.00,31,WBSTC
1057,"Kolkata to Digha",https://redbus.in/bus-tickets/kolkata-to-digha,"Shyamoli Paribahan Pvt Ltd","VE A/C Seater (2+2)",23:30:00.000000,"05h 00m",04:30:00.000000,0,950.00,21,WBSTC
1058,"Kolkata to Digha",https://redbus.in/bus-tickets/kolkata-to-digha,"Express Line","Volvo 9600 A/C Seater (2+2)",23:45:00.000000,"05h 00m",04:45:00.000000,0,779.00,3,WBSTC
1059,"Kolkata to Digha",https://redbus.in/bus-tickets/kolkata-to-digha,"Maa Chandi Travels","A/C Seater / Sleeper (2+2)",22:00:00.000000,"07h 30m",05:30:00.000000,0,400.00,17,WBSTC
1060,"Kolkata to Digha",https://redbus.in/bus-tickets/kolkata-to-digha,,,00:00:00.000000,,00:00:00.000000,0,0.00,0,WBSTC
1061,"Kolkata to Digha",https://redbus.in/bus-tickets/kolkata-to-digha,,,00:00:00.000000,,00:00:00.000000,0,0.00,0,WBSTC
1062,"Kolkata to Mandarmani",https://redbus.in/bus-tickets/kolkata-to-mandarmani,"Shyamoli Paribahan Pvt Ltd","VE A/C Seater (2+2)",23:30:00.000000,"04h 15m",03:45:00.000000,0,950.00,21,WBSTC
1063,"Kolkata to Mandarmani",https://redbus.in/bus-tickets/kolkata-to-mandarmani,"Express Line","Volvo 9600 A/C Seater (2+2)",23:45:00.000000,"04h 20m",04:05:00.000000,0,779.00,3,WBSTC
1064,"Kolkata to Mandarmani",https://redbus.in/bus-tickets/kolkata-to-mandarmani,"Basu Travels","A/C Seater / Sleeper (2+2)",23:59:00.000000,"04h 01m",04:00:00.000000,0,479.00,32,WBSTC
1065,"Kolkata to Mandarmani",https://redbus.in/bus-tickets/kolkata-to-mandarmani,"Maa Chandi Travels","A/C Seater / Sleeper (2+2)",22:00:00.000000,"07h 10m",05:10:00.000000,0,400.00,17,WBSTC
1066,"Kolkata to Mandarmani",https://redbus.in/bus-tickets/kolkata-to-mandarmani,"Mayuri Express",,23:15:00.000000,"03h 45m",03:00:00.000000,0,360.00,0,WBSTC
1067,"Kolkata to Siliguri",https://redbus.in/bus-tickets/kolkata-to-siliguri,"SBSTC-KOLKATA - SILIGURI - VOLVO - 20:05 (BEL DEPT) - 3925","Volvo AC Seater (2+2)",20:05:00.000000,"13h 00m",09:05:00.000000,0,1210.00,49,NBSTC
1068,"Kolkata to Siliguri",https://redbus.in/bus-tickets/kolkata-to-siliguri,"Rubi Paribahan  ","Volvo Multi Axle B11R AC Seater\Sleeper (2+1)",18:00:00.000000,"13h 15m",07:15:00.000000,0,1599.00,15,NBSTC
1069,"Kolkata to Siliguri",https://redbus.in/bus-tickets/kolkata-to-siliguri,"Shyamoli Paribahan Pvt Ltd","Scania Multi-Axle AC Semi Sleeper (2+2)",21:00:00.000000,"13h 15m",10:15:00.000000,0,1499.00,34,NBSTC
1070,"Kolkata to Siliguri",https://redbus.in/bus-tickets/kolkata-to-siliguri,,,00:00:00.000000,,00:00:00.000000,0,0.00,0,NBSTC
1071,"Kolkata to Siliguri",https://redbus.in/bus-tickets/kolkata-to-siliguri,,,00:00:00.000000,,00:00:00.000000,0,0.00,0,NBSTC
1072,"Siliguri to Kolkata",https://redbus.in/bus-tickets/siliguri-to-kolkata,"NBSTC-SLG-KOL-AC-18:45 - 176648","AC Seater (2+2)",19:00:00.000000,"12h 00m",07:00:00.000000,0,800.00,19,NBSTC
1073,"Siliguri to Kolkata",https://redbus.in/bus-tickets/siliguri-to-kolkata,Greenline,"Volvo 9600 A/C Seater/Sleeper (2+1)",19:15:00.000000,"13h 00m",08:15:00.000000,0,1200.00,23,NBSTC
1074,"Siliguri to Kolkata",https://redbus.in/bus-tickets/siliguri-to-kolkata,"Prarthana Bus Service","A/C Seater / Sleeper (2+1)",19:30:00.000000,"13h 00m",08:30:00.000000,0,800.00,34,NBSTC
1075,"Siliguri to Kolkata",https://redbus.in/bus-tickets/siliguri-to-kolkata,"AdLokenath Bus Service","Volvo Multi Axle B11R AC Seater\Sleeper (2+1)",20:30:00.000000,"12h 00m",08:30:00.000000,0,1200.00,22,NBSTC
1076,"Siliguri to Kolkata",https://redbus.in/bus-tickets/siliguri-to-kolkata,,,00:00:00.000000,,00:00:00.000000,0,0.00,0,NBSTC
1077,"Raiganj to Kolkata",https://redbus.in/bus-tickets/raiganj-to-kolkata,"Express Line","Volvo 9600 Multi-Axle A/C Sleeper (2+1)",22:15:00.000000,"08h 55m",07:10:00.000000,0,1499.00,12,NBSTC
1078,"Raiganj to Kolkata",https://redbus.in/bus-tickets/raiganj-to-kolkata,"Lokenath Bus Service","Volvo A/C Seater (2+2)",20:50:00.000000,"09h 40m",06:30:00.000000,0,900.00,22,NBSTC
1079,"Raiganj to Kolkata",https://redbus.in/bus-tickets/raiganj-to-kolkata,"Lokenath Bus Service","Volvo 9600 Multi-Axle A/C Sleeper (2+1)",23:30:00.000000,"08h 15m",07:45:00.000000,0,1500.00,13,NBSTC
1080,"Raiganj to Kolkata",https://redbus.in/bus-tickets/raiganj-to-kolkata,"Lokenath Bus Service","Volvo Multi-Axle A/C Seater/Sleeper (2+1)",22:45:00.000000,"08h 00m",06:45:00.000000,0,1200.00,25,NBSTC
1081,"Raiganj to Kolkata",https://redbus.in/bus-tickets/raiganj-to-kolkata,,,00:00:00.000000,,00:00:00.000000,0,0.00,0,NBSTC
1082,"Kolkata to Raiganj",https://redbus.in/bus-tickets/kolkata-to-raiganj,"Lokenath Bus Service","Volvo A/C Seater (2+2)",21:00:00.000000,"09h 30m",06:30:00.000000,0,900.00,24,NBSTC
1083,"Kolkata to Raiganj",https://redbus.in/bus-tickets/kolkata-to-raiganj,"Royal Cruiser","Scania Multi-Axle AC Semi Sleeper (2+2)",18:00:00.000000,"09h 00m",03:00:00.000000,0,900.00,14,NBSTC
1084,"Kolkata to Raiganj",https://redbus.in/bus-tickets/kolkata-to-raiganj,"Shyamoli Paribahan Pvt Ltd","Scania Multi-Axle AC Semi Sleeper (2+2)",21:00:00.000000,"08h 50m",05:50:00.000000,0,1499.00,35,NBSTC
1085,"Kolkata to Raiganj",https://redbus.in/bus-tickets/kolkata-to-raiganj,"Easy Ride",,18:30:00.000000,"10h 10m",04:40:00.000000,0,1600.00,0,NBSTC
1086,"Kolkata to Raiganj",https://redbus.in/bus-tickets/kolkata-to-raiganj,,,00:00:00.000000,,00:00:00.000000,0,0.00,0,NBSTC
1087,"Malda to Kolkata",https://redbus.in/bus-tickets/malda-to-kolkata,"NBSTC-BLG-KOL-R1-18:30 - 156419","NON A/C Seater Push Back (2+2)",20:45:00.000000,"09h 15m",06:00:00.000000,0,276.00,6,NBSTC
1088,"Malda to Kolkata",https://redbus.in/bus-tickets/malda-to-kolkata,"Lokenath Bus Service","Volvo A/C Seater (2+2)",22:35:00.000000,"07h 55m",06:30:00.000000,0,649.00,23,NBSTC
1089,"Malda to Kolkata",https://redbus.in/bus-tickets/malda-to-kolkata,"Shyamoli Paribahan Pvt Ltd","Scania Multi-Axle AC Semi Sleeper (2+2)",22:00:00.000000,"07h 00m",05:00:00.000000,0,700.00,28,NBSTC
1090,"Malda to Kolkata",https://redbus.in/bus-tickets/malda-to-kolkata,"Express Line","Volvo 9600 A/C Seater/Sleeper (2+1)",22:00:00.000000,"07h 00m",05:00:00.000000,0,699.00,18,NBSTC
1091,"Malda to Kolkata",https://redbus.in/bus-tickets/malda-to-kolkata,,,00:00:00.000000,,00:00:00.000000,0,0.00,0,NBSTC
1092,"Kolkata to Malda",https://redbus.in/bus-tickets/kolkata-to-malda,"SBSTC-KOLKATA - SILIGURI - VOLVO - 20:05 (BEL DEPT) - 3925","Volvo AC Seater (2+2)",20:05:00.000000,"03h 55m",00:00:00.000000,0,660.00,49,NBSTC
1093,"Kolkata to Malda",https://redbus.in/bus-tickets/kolkata-to-malda,"Lokenath Bus Service","Volvo A/C Seater (2+2)",21:00:00.000000,"08h 15m",05:15:00.000000,0,650.00,24,NBSTC
1094,"Kolkata to Malda",https://redbus.in/bus-tickets/kolkata-to-malda,"Shyamoli Paribahan Pvt Ltd","Volvo A/C Seater (2+2)",20:00:00.000000,"08h 30m",04:30:00.000000,0,650.00,30,NBSTC
1095,"Kolkata to Malda",https://redbus.in/bus-tickets/kolkata-to-malda,"Rubi Paribahan  ",,19:30:00.000000,"08h 45m",04:15:00.000000,0,0.00,0,NBSTC
1096,"Kolkata to Malda",https://redbus.in/bus-tickets/kolkata-to-malda,,,00:00:00.000000,,00:00:00.000000,0,0.00,0,NBSTC
1097,"Delhi to Lucknow",https://redbus.in/bus-tickets/delhi-to-lucknow,"Gola Bus Service","Bharat Benz A/C Seater /Sleeper (2+1)",22:30:00.000000,"08h 00m",06:30:00.000000,0,1099.00,13,UPSRTC
1098,"Delhi to Lucknow",https://redbus.in/bus-tickets/delhi-to-lucknow,PTC-SKYBUS,"VE A/C Seater / Sleeper (2+1)",23:50:00.000000,"07h 40m",07:30:00.000000,0,1131.00,16,UPSRTC
1099,"Delhi to Lucknow",https://redbus.in/bus-tickets/delhi-to-lucknow,"IntrCity SmartBus","Bharat Benz A/C Seater /Sleeper (2+1)",21:20:00.000000,"09h 15m",06:35:00.000000,0,1169.00,23,UPSRTC
1100,"Delhi to Lucknow",https://redbus.in/bus-tickets/delhi-to-lucknow,,,00:00:00.000000,,00:00:00.000000,0,0.00,0,UPSRTC
1101,"Delhi to Lucknow",https://redbus.in/bus-tickets/delhi-to-lucknow,,,00:00:00.000000,,00:00:00.000000,0,0.00,0,UPSRTC
1102,"Lucknow to Delhi",https://redbus.in/bus-tickets/lucknow-to-delhi,"IntrCity SmartBus","Bharat Benz A/C Seater /Sleeper (2+1)",20:40:00.000000,"08h 15m",04:55:00.000000,0,719.00,16,UPSRTC
1103,"Lucknow to Delhi",https://redbus.in/bus-tickets/lucknow-to-delhi,"IntrCity SmartBus","Bharat Benz A/C Seater /Sleeper (2+1)",23:35:00.000000,"08h 00m",07:35:00.000000,0,719.00,25,UPSRTC
1104,"Lucknow to Delhi",https://redbus.in/bus-tickets/lucknow-to-delhi,"IntrCity SmartBus","VE A/C Seater / Sleeper (2+1)",21:00:00.000000,"08h 15m",05:15:00.000000,0,669.00,20,UPSRTC
1105,"Lucknow to Delhi",https://redbus.in/bus-tickets/lucknow-to-delhi,"AdVande Fly","A/C Seater / Sleeper (2+2)",21:30:00.000000,"08h 00m",05:30:00.000000,0,660.00,31,UPSRTC
1106,"Lucknow to Delhi",https://redbus.in/bus-tickets/lucknow-to-delhi,,,00:00:00.000000,,00:00:00.000000,0,0.00,0,UPSRTC
1107,"Yamuna Nagar to Chandigarh",https://redbus.in/bus-tickets/yamuna-nagar-to-chandigarh,"Zimindara Travels","AC Sleeper (2+1)",20:30:00.000000,"02h 45m",23:15:00.000000,0,599.00,7,"CTU RTC"
1108,"Yamuna Nagar to Chandigarh",https://redbus.in/bus-tickets/yamuna-nagar-to-chandigarh,"SHRI KRISHNA TRAVELS (JAI SHREE GANESH YATRA CO.)","VE A/C Seater / Sleeper (2+1)",20:40:00.000000,"02h 50m",23:30:00.000000,0,799.00,7,"CTU RTC"
1109,"Chandigarh to Yamuna Nagar",https://redbus.in/bus-tickets/chandigarh-to-yamuna-nagar,"Vijay Tour and Travels","Bharat Benz A/C Seater /Sleeper (2+1)",21:30:00.000000,"02h 50m",00:20:00.000000,0,719.00,7,"CTU RTC"
1110,"Chandigarh to Yamuna Nagar",https://redbus.in/bus-tickets/chandigarh-to-yamuna-nagar,"City Land Travels","Volvo A/C Semi Sleeper (2+2)",23:55:00.000000,"02h 05m",02:00:00.000000,0,1260.00,20,"CTU RTC"
1111,"Chandigarh to Yamuna Nagar",https://redbus.in/bus-tickets/chandigarh-to-yamuna-nagar,"Vijay Tour and Travels","Volvo 9600 A/C Sleeper (2+1)",23:30:00.000000,"02h 30m",02:00:00.000000,0,854.00,36,"CTU RTC"
1112,"Chandigarh to Yamuna Nagar",https://redbus.in/bus-tickets/chandigarh-to-yamuna-nagar,"Om Sidh Express","Volvo A/C Semi Sleeper (2+2)",23:55:00.000000,"01h 35m",01:30:00.000000,0,523.00,6,"CTU RTC"
1113,"Chandigarh to Baijnath",https://redbus.in/bus-tickets/chandigarh-to-baijnath,"Chandigarh Transport Undertaking (CTU) - 165825","HVAC Seater (2+3)",20:08:00.000000,"09h 00m",05:08:00.000000,0,611.00,41,"CTU RTC"
1114,"Chandigarh to Baijnath",https://redbus.in/bus-tickets/chandigarh-to-baijnath,"Laxmi holidays","Scania Multi-Axle AC Semi Sleeper (2+2)",23:55:00.000000,"06h 35m",06:30:00.000000,0,1519.00,4,"CTU RTC"
1115,"Chandigarh to Dehradun",https://redbus.in/bus-tickets/chandigarh-to-dehradun,NueGo,"A/C Seater (2+2)",18:00:00.000000,"04h 55m",22:55:00.000000,0,382.00,5,"CTU RTC"
1116,"Chandigarh to Dehradun",https://redbus.in/bus-tickets/chandigarh-to-dehradun,NueGo,"A/C Seater (2+2)",19:00:00.000000,"03h 55m",22:55:00.000000,0,382.00,20,"CTU RTC"
1117,"Chandigarh to Dehradun",https://redbus.in/bus-tickets/chandigarh-to-dehradun,"Laxmi holidays","VE A/C Semi Sleeper (2+2)",23:55:00.000000,"05h 50m",05:45:00.000000,0,759.00,0,"CTU RTC"
1118,"Delhi to Srinagar",https://redbus.in/bus-tickets/delhi-to-srinagar,"Zingbus Plus","Bharat Benz A/C Seater /Sleeper (2+1)",20:00:00.000000,"19h 20m",15:20:00.000000,0,2887.00,16,JKSRTC
1119,"Delhi to Srinagar",https://redbus.in/bus-tickets/delhi-to-srinagar,"Zingbus Plus","A/C Sleeper (2+1)",21:35:00.000000,"19h 30m",17:05:00.000000,0,3389.00,8,JKSRTC
1120,"Tezpur to Guwahati",https://redbus.in/bus-tickets/tezpur-to-guwahati,"Chartered Bus - ASTC","Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2)",15:30:00.000000,"03h 45m",19:15:00.000000,0,485.00,21,ASTC
1121,"Tezpur to Guwahati",https://redbus.in/bus-tickets/tezpur-to-guwahati,"BLUE HILL TRAVELS INDIA LIMITED","NON A/C Seater Semi Sleeper (2+1)",21:15:00.000000,"05h 45m",03:00:00.000000,0,500.00,9,ASTC
1122,"Tezpur to Guwahati",https://redbus.in/bus-tickets/tezpur-to-guwahati,"BLUE HILL TRAVELS INDIA LIMITED","NON A/C Seater Semi Sleeper (2+1)",21:45:00.000000,"05h 30m",03:15:00.000000,0,450.00,28,ASTC
1123,"Tezpur to Guwahati",https://redbus.in/bus-tickets/tezpur-to-guwahati,"DESTINY TRAVELS","NON A/C Seater (2+1)",23:00:00.000000,"05h 15m",04:15:00.000000,0,488.00,13,ASTC
1124,"Guwahati to Tezpur",https://redbus.in/bus-tickets/guwahati-to-tezpur,"WARISPIYA TRAVELS","AC Seater (2+2)",15:35:00.000000,"03h 40m",19:15:00.000000,0,360.00,18,ASTC
1125,"Bangalore to Kozhikode",https://redbus.in/bus-tickets/bangalore-to-kozhikode,"MMK Travels","A/C Seater / Sleeper (2+1)",22:30:00.000000,"09h 00m",07:30:00.000000,0,800.00,12,"KERALA RTC"
1126,"Bangalore to Kozhikode",https://redbus.in/bus-tickets/bangalore-to-kozhikode,"DLT BUS","A/C Sleeper (2+1)",22:30:00.000000,"09h 00m",07:30:00.000000,0,1299.00,12,"KERALA RTC"
1127,"Bangalore to Kozhikode",https://redbus.in/bus-tickets/bangalore-to-kozhikode,"P K Travels","A/C Seater / Sleeper (2+1)",21:30:00.000000,"08h 30m",06:00:00.000000,0,900.00,18,"KERALA RTC"
1128,"Bangalore to Kozhikode",https://redbus.in/bus-tickets/bangalore-to-kozhikode,"AdSAAM BUS","VE A/C Sleeper (2+1)",21:45:00.000000,"09h 00m",06:45:00.000000,0,900.00,6,"KERALA RTC"
1129,"Bangalore to Kozhikode",https://redbus.in/bus-tickets/bangalore-to-kozhikode,,,00:00:00.000000,,00:00:00.000000,0,0.00,0,"KERALA RTC"
1130,"Kozhikode to Ernakulam",https://redbus.in/bus-tickets/kozhikode-to-ernakulam,"A1 Travels","A/C Seater / Sleeper (2+1)",20:05:00.000000,"03h 54m",23:59:00.000000,0,550.00,27,"KERALA RTC"
1131,"Kozhikode to Ernakulam",https://redbus.in/bus-tickets/kozhikode-to-ernakulam,"A1 Travels","NON A/C Semi Sleeper (2+2)",21:00:00.000000,"04h 30m",01:30:00.000000,0,400.00,25,"KERALA RTC"
1132,"Kozhikode to Ernakulam",https://redbus.in/bus-tickets/kozhikode-to-ernakulam,"EMERALD TRAVELS","Bharat Benz A/C Semi Sleeper (2+2)",22:10:00.000000,"04h 30m",02:40:00.000000,0,700.00,15,"KERALA RTC"
1133,"Kozhikode to Ernakulam",https://redbus.in/bus-tickets/kozhikode-to-ernakulam,"A1 Travels","Bharat Benz A/C Seater /Sleeper (2+1)",22:30:00.000000,"02h 59m",01:29:00.000000,0,700.00,0,"KERALA RTC"
1134,"Kozhikode to Bangalore",https://redbus.in/bus-tickets/kozhikode-to-bangalore,"P K Travels","A/C Sleeper (2+1)",20:00:00.000000,"10h 00m",06:00:00.000000,0,950.00,22,"KERALA RTC"
1135,"Kozhikode to Bangalore",https://redbus.in/bus-tickets/kozhikode-to-bangalore,"MMK Travels","A/C Sleeper (2+1)",21:00:00.000000,"08h 30m",05:30:00.000000,0,850.00,14,"KERALA RTC"
1136,"Kozhikode to Bangalore",https://redbus.in/bus-tickets/kozhikode-to-bangalore,"National travels and logistics","A/C Sleeper (2+1)",21:00:00.000000,"09h 15m",06:15:00.000000,0,749.00,14,"KERALA RTC"
1137,"Kozhikode to Bangalore",https://redbus.in/bus-tickets/kozhikode-to-bangalore,"AdSAAM BUS",,20:30:00.000000,"09h 45m",06:15:00.000000,0,800.00,0,"KERALA RTC"
1138,"Kozhikode to Bangalore",https://redbus.in/bus-tickets/kozhikode-to-bangalore,,,00:00:00.000000,,00:00:00.000000,0,0.00,0,"KERALA RTC"
1139,"Mysore to Kozhikode",https://redbus.in/bus-tickets/mysore-to-kozhikode,"LIYAS TOURS","Bharat Benz A/C Sleeper (2+1)",17:25:00.000000,"05h 40m",23:05:00.000000,0,549.00,17,"KERALA RTC"
1140,"Mysore to Kozhikode",https://redbus.in/bus-tickets/mysore-to-kozhikode,"A1 Travels","Bharat Benz A/C Sleeper (2+1)",17:30:00.000000,"06h 00m",23:30:00.000000,0,550.00,12,"KERALA RTC"
1141,"Mysore to Kozhikode",https://redbus.in/bus-tickets/mysore-to-kozhikode,"Suraj Holidays","NON AC Seater / Sleeper 2+1",23:55:00.000000,"06h 05m",06:00:00.000000,0,700.00,0,"KERALA RTC"
1142,"Kozhikode to Thrissur",https://redbus.in/bus-tickets/kozhikode-to-thrissur,"EMERALD TRAVELS","Bharat Benz A/C Semi Sleeper (2+2)",22:10:00.000000,"02h 20m",00:30:00.000000,0,762.00,25,"KERALA RTC"
1143,"Kozhikode to Thrissur",https://redbus.in/bus-tickets/kozhikode-to-thrissur,"Madhavi Travels","A/C Sleeper (2+1)",22:20:00.000000,"02h 50m",01:10:00.000000,0,999.00,1,"KERALA RTC"
1144,"Kozhikode to Thrissur",https://redbus.in/bus-tickets/kozhikode-to-thrissur,"Kallada Travels (Suresh Kallada)","A/C Sleeper (2+1)",23:15:00.000000,"02h 25m",01:40:00.000000,0,700.00,16,"KERALA RTC"
1145,"Kozhikode to Thrissur",https://redbus.in/bus-tickets/kozhikode-to-thrissur,"Madhavi Travels",,23:30:00.000000,"01h 40m",01:10:00.000000,0,899.00,0,"KERALA RTC"
1146,"Kozhikode to Thrissur",https://redbus.in/bus-tickets/kozhikode-to-thrissur,,,00:00:00.000000,,00:00:00.000000,0,0.00,0,"KERALA RTC"
1147,"Kozhikode to Kottayam",https://redbus.in/bus-tickets/kozhikode-to-kottayam,"Sonia Travels","A/C Seater/Sleeper (2+1)",23:30:00.000000,"06h 45m",06:15:00.000000,0,750.00,15,"KERALA RTC"
1148,"Kozhikode to Kottayam",https://redbus.in/bus-tickets/kozhikode-to-kottayam,"Madhavi Travels","Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2)",23:30:00.000000,"05h 20m",04:50:00.000000,0,999.00,22,"KERALA RTC"
1149,"Kozhikode to Kottayam",https://redbus.in/bus-tickets/kozhikode-to-kottayam,"Madhavi Travels","A/C Sleeper (2+1)",23:40:00.000000,"07h 00m",06:40:00.000000,0,999.00,15,"KERALA RTC"
1150,"Kozhikode to Kottayam",https://redbus.in/bus-tickets/kozhikode-to-kottayam,,,00:00:00.000000,,00:00:00.000000,0,0.00,0,"KERALA RTC"
1151,"Kozhikode to Kottayam",https://redbus.in/bus-tickets/kozhikode-to-kottayam,,,00:00:00.000000,,00:00:00.000000,0,0.00,0,"KERALA RTC"
1152,"Goa to Pune",https://redbus.in/bus-tickets/goa-to-pune,"IntrCity SmartBus","Bharat Benz A/C Seater /Sleeper (2+1)",20:30:00.000000,"10h 15m",06:45:00.000000,0,600.00,13,KTCL
1153,"Goa to Pune",https://redbus.in/bus-tickets/goa-to-pune,"Prasanna - Purple Bus","VE A/C Sleeper (2+1)",22:00:00.000000,"09h 30m",07:30:00.000000,0,920.00,14,KTCL
1154,"Goa to Pune",https://redbus.in/bus-tickets/goa-to-pune,"Ashray Grand","Volvo Multi-Axle A/C Sleeper (2+1)",22:00:00.000000,"11h 30m",09:30:00.000000,0,1000.00,21,KTCL
1155,"Goa to Pune",https://redbus.in/bus-tickets/goa-to-pune,"AdZingbus Plus","Bharat Benz A/C Sleeper (2+1)",19:40:00.000000,"09h 50m",05:30:00.000000,0,1061.00,9,KTCL
1156,"Goa to Pune",https://redbus.in/bus-tickets/goa-to-pune,,,00:00:00.000000,,00:00:00.000000,0,0.00,0,KTCL
1157,"Goa to Mumbai",https://redbus.in/bus-tickets/goa-to-mumbai,"Kadamba Transport Corporation Limited (KTCL) - 116186","Volvo AC Seater 2+2",18:30:00.000000,"13h 30m",08:00:00.000000,0,1200.00,8,KTCL
1158,"Goa to Mumbai",https://redbus.in/bus-tickets/goa-to-mumbai,"Atmaram Travels (Unity)","A/C Sleeper (2+1)",20:00:00.000000,"15h 05m",11:05:00.000000,0,1000.00,24,KTCL
1159,"Goa to Mumbai",https://redbus.in/bus-tickets/goa-to-mumbai,"Zingbus Plus","VE A/C Sleeper (2+1)",20:25:00.000000,"15h 30m",11:55:00.000000,0,1000.00,13,KTCL
1160,"Goa to Mumbai",https://redbus.in/bus-tickets/goa-to-mumbai,"AdJolly Tours and Travels","VE A/C Sleeper (2+1)",18:25:00.000000,"12h 05m",06:30:00.000000,0,1305.00,5,KTCL
1161,"Goa to Mumbai",https://redbus.in/bus-tickets/goa-to-mumbai,,,00:00:00.000000,,00:00:00.000000,0,0.00,0,KTCL
1162,"Bangalore to Goa",https://redbus.in/bus-tickets/bangalore-to-goa,"IntrCity SmartBus","AC Sleeper (2+1)",21:30:00.000000,"13h 50m",11:20:00.000000,0,2738.00,10,KTCL
1163,"Bangalore to Goa",https://redbus.in/bus-tickets/bangalore-to-goa,"Streamline tours and travels","A/C Sleeper (2+1)",21:00:00.000000,"13h 00m",10:00:00.000000,0,2830.00,9,KTCL
1164,"Bangalore to Goa",https://redbus.in/bus-tickets/bangalore-to-goa,"Streamline tours and travels","A/C Sleeper (2+1)",22:20:00.000000,"12h 05m",10:25:00.000000,0,2560.00,9,KTCL
1165,"Bangalore to Goa",https://redbus.in/bus-tickets/bangalore-to-goa,"Sunrise Tours and Travels","A/C Sleeper (2+1)",21:20:00.000000,"12h 05m",09:25:00.000000,0,2099.00,2,KTCL
1166,"Bangalore to Goa",https://redbus.in/bus-tickets/bangalore-to-goa,"Butterfly Holidays",,21:10:00.000000,"12h 50m",10:00:00.000000,0,1999.00,0,KTCL
1167,"Pandharpur to Goa",https://redbus.in/bus-tickets/pandharpur-to-goa,"Kadamba Transport Corporation Limited (KTCL) - 61005","Non AC Seater 2+2",21:15:00.000000,"12h 45m",10:00:00.000000,0,735.00,20,KTCL
1168,"Pandharpur to Goa",https://redbus.in/bus-tickets/pandharpur-to-goa,"New Shivbaba Tours And Travels","AC Sleeper (2+1)",19:45:00.000000,"10h 15m",06:00:00.000000,0,1139.00,19,KTCL
1169,"Hyderabad to Vijayawada",https://redbus.in/bus-tickets/hyderabad-to-vijayawada,FRESHBUS,"Electric A/C Seater (2+2)",23:20:00.000000,"06h 25m",05:45:00.000000,0,550.00,21,APSRTC
1170,"Hyderabad to Vijayawada",https://redbus.in/bus-tickets/hyderabad-to-vijayawada,FRESHBUS,"Electric A/C Seater (2+2)",22:35:00.000000,"06h 30m",05:05:00.000000,0,550.00,18,APSRTC
1171,"Hyderabad to Vijayawada",https://redbus.in/bus-tickets/hyderabad-to-vijayawada,FRESHBUS,"Electric A/C Seater (2+2)",23:40:00.000000,"06h 15m",05:55:00.000000,0,550.00,19,APSRTC
1172,"Hyderabad to Vijayawada",https://redbus.in/bus-tickets/hyderabad-to-vijayawada,,,00:00:00.000000,,00:00:00.000000,0,0.00,0,APSRTC
