id,route_name,route_link,bus_name,bus_type,departing_time,duration,reaching_time,star_rating,price,seats_available,state
1173,"Hyderabad to Vijayawada",https://redbus.in/bus-tickets/hyderabad-to-vijayawada,,,00:00:00.000000,,00:00:00.000000,0,0.00,0,APSRTC
1174,"Vijayawada to Hyderabad",https://redbus.in/bus-tickets/vijayawada-to-hyderabad,"IntrCity SmartBus","A/C Seater / Sleeper (2+1)",23:25:00.000000,"06h 50m",06:15:00.000000,0,339.00,29,APSRTC
1175,"Vijayawada to Hyderabad",https://redbus.in/bus-tickets/vijayawada-to-hyderabad,"IntrCity SmartBus","Bharat Benz A/C Seater /Sleeper (2+1)",23:45:00.000000,"06h 15m",06:00:00.000000,0,359.00,25,APSRTC
1176,"Vijayawada to Hyderabad",https://redbus.in/bus-tickets/vijayawada-to-hyderabad,"IntrCity SmartBus","A/C Seater / Sleeper (2+1)",22:45:00.000000,"07h 00m",05:45:00.000000,0,339.00,26,APSRTC
1177,"Vijayawada to Hyderabad",https://redbus.in/bus-tickets/vijayawada-to-hyderabad,,,00:00:00.000000,,00:00:00.000000,0,0.00,0,APSRTC
1178,"Vijayawada to Hyderabad",https://redbus.in/bus-tickets/vijayawada-to-hyderabad,,,00:00:00.000000,,00:00:00.000000,0,0.00,0,APSRTC
1179,"Hyderabad to Ongole",https://redbus.in/bus-tickets/hyderabad-to-ongole,"Vikram Travels","A/C Seater / Sleeper (2+1)",21:55:00.000000,"07h 35m",05:30:00.000000,0,529.00,22,APSRTC
1180,"Hyderabad to Ongole",https://redbus.in/bus-tickets/hyderabad-to-ongole,"Kamakshi Tours And Travels","Non A/C Seater / Sleeper (2+1)",21:30:00.000000,"08h 30m",06:00:00.000000,0,500.00,15,APSRTC
1181,"Hyderabad to Ongole",https://redbus.in/bus-tickets/hyderabad-to-ongole,"Kaveri Travels","Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1)",21:30:00.000000,"08h 15m",05:45:00.000000,0,649.00,27,APSRTC
1182,"Hyderabad to Ongole",https://redbus.in/bus-tickets/hyderabad-to-ongole,,,00:00:00.000000,,00:00:00.000000,0,0.00,0,APSRTC
1183,"Hyderabad to Ongole",https://redbus.in/bus-tickets/hyderabad-to-ongole,,,00:00:00.000000,,00:00:00.000000,0,0.00,0,APSRTC
1184,"Delhi to Motihari",https://redbus.in/bus-tickets/delhi-to-motihari,"Travel Point World LLP","A/C Seater / Sleeper (2+2)",16:00:00.000000,"16h 01m",08:01:00.000000,0,1999.00,46,BSRTC
1185,"Delhi to Motihari",https://redbus.in/bus-tickets/delhi-to-motihari,"Maa kali Travels","A/C Seater / Sleeper (2+2)",17:15:00.000000,"19h 30m",12:45:00.000000,0,1499.00,38,BSRTC
1186,"Motihari to Delhi",https://redbus.in/bus-tickets/motihari-to-delhi,"Travel Point World LLP","A/C Seater / Sleeper (2+2)",18:20:00.000000,"16h 30m",10:50:00.000000,0,3199.00,24,BSRTC
1187,"Delhi to Shimla",https://redbus.in/bus-tickets/delhi-to-shimla,"Laxmi holidays","Volvo A/C Semi Sleeper (2+2)",23:25:00.000000,"08h 20m",07:45:00.000000,0,1614.00,8,HRTC
1188,"Delhi to Shimla",https://redbus.in/bus-tickets/delhi-to-shimla,"Bedi Travels","Volvo A/C Semi Sleeper (2+2)",23:00:00.000000,"09h 00m",08:00:00.000000,0,1769.00,1,HRTC
1189,"Delhi to Shimla",https://redbus.in/bus-tickets/delhi-to-shimla,"Laxmi holidays","Scania Multi-Axle AC Semi Sleeper (2+2)",23:30:00.000000,"08h 30m",08:00:00.000000,0,1757.00,7,HRTC
1190,"Delhi to Shimla",https://redbus.in/bus-tickets/delhi-to-shimla,"Zingbus Plus",,22:35:00.000000,"09h 35m",08:10:00.000000,0,0.00,0,HRTC
1191,"Delhi to Shimla",https://redbus.in/bus-tickets/delhi-to-shimla,,,00:00:00.000000,,00:00:00.000000,0,0.00,0,HRTC
1192,"Shimla to Delhi",https://redbus.in/bus-tickets/shimla-to-delhi,"RSRTC - 192348","Super Luxury Volvo AC Seater Pushback 2+2",16:30:00.000000,"09h 30m",02:00:00.000000,0,1117.00,19,HRTC
1193,"Shimla to Delhi",https://redbus.in/bus-tickets/shimla-to-delhi,"Himachal Pradesh Tourism Development Corporation (HPTDC) - 49524","AC Seater (2+2)",20:30:00.000000,"09h 00m",05:30:00.000000,0,1000.00,21,HRTC
1194,"Shimla to Delhi",https://redbus.in/bus-tickets/shimla-to-delhi,"Laxmi holidays","Scania Multi-Axle AC Semi Sleeper (2+2)",20:30:00.000000,"08h 00m",04:30:00.000000,0,759.00,5,HRTC
1195,"Shimla to Delhi",https://redbus.in/bus-tickets/shimla-to-delhi,"Bedi Travels",,21:30:00.000000,"08h 00m",05:30:00.000000,0,675.00,0,HRTC
1196,"Shimla to Delhi",https://redbus.in/bus-tickets/shimla-to-delhi,,,00:00:00.000000,,00:00:00.000000,0,0.00,0,HRTC
1197,"Kangra to Chandigarh",https://redbus.in/bus-tickets/kangra-to-chandigarh,FlixBus,"Volvo A/C Seater (2+2)",18:40:00.000000,"06h 30m",01:10:00.000000,0,427.00,6,HRTC
1198,"Kangra to Chandigarh",https://redbus.in/bus-tickets/kangra-to-chandigarh,"Laxmi holidays","Volvo 9600 A/C Semi Sleeper (2+2)",19:10:00.000000,"05h 50m",01:00:00.000000,0,499.00,13,HRTC
1199,"Kangra to Chandigarh",https://redbus.in/bus-tickets/kangra-to-chandigarh,"Laxmi holidays","VE A/C Semi Sleeper (2+2)",19:35:00.000000,"04h 20m",23:55:00.000000,0,759.00,8,HRTC
1200,"Kangra to Chandigarh",https://redbus.in/bus-tickets/kangra-to-chandigarh,"Bedi Travels",,19:45:00.000000,"05h 15m",01:00:00.000000,0,585.00,0,HRTC
1201,"Delhi to Chandigarh",https://redbus.in/bus-tickets/delhi-to-chandigarh,FlixBus,"AC Seater (2+2)",16:00:00.000000,"06h 10m",22:10:00.000000,0,634.00,0,HRTC
1202,"Udaipur to Jodhpur",https://redbus.in/bus-tickets/udaipur-to-jodhpur,"M R Travels","Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2)",17:10:00.000000,"04h 45m",21:55:00.000000,0,485.00,22,RSRTC
1203,"Udaipur to Jodhpur",https://redbus.in/bus-tickets/udaipur-to-jodhpur,"Raj Travel","A/C Sleeper (2+1)",22:30:00.000000,"07h 00m",05:30:00.000000,0,550.00,15,RSRTC
1204,"Udaipur to Jodhpur",https://redbus.in/bus-tickets/udaipur-to-jodhpur,"Jakhar Travels","A/C Seater / Sleeper (2+1)",22:00:00.000000,"06h 30m",04:30:00.000000,0,457.00,0,RSRTC
1205,"Udaipur to Jodhpur",https://redbus.in/bus-tickets/udaipur-to-jodhpur,"AdKalpana Travels",,22:00:00.000000,"06h 54m",04:54:00.000000,0,450.00,0,RSRTC
1206,"Khammam to Hyderabad",https://redbus.in/bus-tickets/khammam-to-hyderabad,"Sri KVR Travels","Non A/C Seater / Sleeper (2+1)",23:40:00.000000,"05h 20m",05:00:00.000000,0,400.00,13,TSRTC
1207,"Khammam to Hyderabad",https://redbus.in/bus-tickets/khammam-to-hyderabad,"Sri Venkateswara Travels","Non A/C Seater / Sleeper (2+1)",23:45:00.000000,"06h 15m",06:00:00.000000,0,450.00,26,TSRTC
1208,"Khammam to Hyderabad",https://redbus.in/bus-tickets/khammam-to-hyderabad,"RRR Travels","A/C Sleeper (2+1)",23:50:00.000000,"05h 40m",05:30:00.000000,0,810.00,21,TSRTC
1209,"Khammam to Hyderabad",https://redbus.in/bus-tickets/khammam-to-hyderabad,,,00:00:00.000000,,00:00:00.000000,0,0.00,0,TSRTC
1210,"Khammam to Hyderabad",https://redbus.in/bus-tickets/khammam-to-hyderabad,,,00:00:00.000000,,00:00:00.000000,0,0.00,0,TSRTC
1211,"Hyderabad to Srisailam",https://redbus.in/bus-tickets/hyderabad-to-srisailam,"TGSRTC - 1266","Super Luxury (Non AC Seater 2+2 Push Back)",15:45:00.000000,"07h 15m",23:00:00.000000,0,442.00,23,TSRTC
1212,"Hyderabad to Srisailam",https://redbus.in/bus-tickets/hyderabad-to-srisailam,"TGSRTC - 87482","Super Luxury (Non AC Seater 2+2 Push Back)",16:30:00.000000,"07h 00m",23:30:00.000000,0,587.00,29,TSRTC
1213,"Kothagudem to Hyderabad",https://redbus.in/bus-tickets/kothagudem-to-hyderabad,"BSR Tours And Travels","A/C Seater / Sleeper (2+1)",23:15:00.000000,"06h 45m",06:00:00.000000,0,580.00,21,TSRTC
1214,"Kothagudem to Hyderabad",https://redbus.in/bus-tickets/kothagudem-to-hyderabad,"BSR Tours And Travels","A/C Sleeper (2+1)",23:30:00.000000,"06h 30m",06:00:00.000000,0,780.00,11,TSRTC
1215,"Kothagudem to Hyderabad",https://redbus.in/bus-tickets/kothagudem-to-hyderabad,"SAIRAJ TRAVELS","A/C Sleeper (2+1)",23:00:00.000000,"06h 30m",05:30:00.000000,0,700.00,15,TSRTC
1216,"Kothagudem to Hyderabad",https://redbus.in/bus-tickets/kothagudem-to-hyderabad,,,00:00:00.000000,,00:00:00.000000,0,0.00,0,TSRTC
1217,"Kothagudem to Hyderabad",https://redbus.in/bus-tickets/kothagudem-to-hyderabad,,,00:00:00.000000,,00:00:00.000000,0,0.00,0,TSRTC
1218,"Hyderabad to Mancherial",https://redbus.in/bus-tickets/hyderabad-to-mancherial,"DNR Express","AC Sleeper (2+1)",21:30:00.000000,"04h 30m",02:00:00.000000,0,799.00,7,TSRTC
1219,"Delhi to Patiala",https://redbus.in/bus-tickets/delhi-to-patiala,"Indo Canadian Transport Company","Mercedes A/C Semi Sleeper (2+2)",23:30:00.000000,"07h 00m",06:30:00.000000,0,3300.00,44,PEPSU
1220,"Delhi to Patiala",https://redbus.in/bus-tickets/delhi-to-patiala,"Indo Canadian Transport Company","Mercedes A/C Semi Sleeper (2+2)",19:30:00.000000,"07h 00m",02:30:00.000000,0,3300.00,43,PEPSU
1221,"Delhi to Patiala",https://redbus.in/bus-tickets/delhi-to-patiala,"Indo Canadian Transport Company","Volvo A/C Sleeper (2+1)",22:00:00.000000,"07h 00m",05:00:00.000000,0,3850.00,30,PEPSU
1222,"Patiala to Delhi",https://redbus.in/bus-tickets/patiala-to-delhi,"Indo Canadian Transport Company","A/C Semi Sleeper (2+2)",20:00:00.000000,"07h 00m",03:00:00.000000,0,3300.00,16,PEPSU
1223,"Patiala to Delhi",https://redbus.in/bus-tickets/patiala-to-delhi,"Indo Canadian Transport Company","Volvo A/C Sleeper (2+1)",22:00:00.000000,"07h 00m",05:00:00.000000,0,3850.00,9,PEPSU
1224,"Delhi to Jalandhar",https://redbus.in/bus-tickets/delhi-to-jalandhar,"Zingbus Plus","Bharat Benz A/C Seater /Sleeper (2+1)",22:30:00.000000,"07h 55m",06:25:00.000000,0,1162.00,23,PEPSU
1225,"Delhi to Jalandhar",https://redbus.in/bus-tickets/delhi-to-jalandhar,"Laxmi holidays","Bharat Benz A/C Sleeper (2+1)",23:00:00.000000,"08h 00m",07:00:00.000000,0,770.00,10,PEPSU
1226,"Delhi to Jalandhar",https://redbus.in/bus-tickets/delhi-to-jalandhar,"Laxmi holidays","Bharat Benz A/C Sleeper (2+1)",23:30:00.000000,"08h 30m",08:00:00.000000,0,1055.00,15,PEPSU
1227,"Delhi to Jalandhar",https://redbus.in/bus-tickets/delhi-to-jalandhar,"AdIntrCity SmartBus","VE A/C Seater / Sleeper (2+1)",23:45:00.000000,"07h 35m",07:20:00.000000,0,1719.00,10,PEPSU
1228,"Delhi to Jalandhar",https://redbus.in/bus-tickets/delhi-to-jalandhar,,,00:00:00.000000,,00:00:00.000000,0,0.00,0,PEPSU
1229,"Delhi Airport to Patiala",https://redbus.in/bus-tickets/delhi-airport-to-patiala,"Indo Canadian Transport Company","Mercedes A/C Semi Sleeper (2+2)",19:30:00.000000,"07h 00m",02:30:00.000000,0,3300.00,43,PEPSU
1230,"Delhi Airport to Patiala",https://redbus.in/bus-tickets/delhi-airport-to-patiala,"Indo Canadian Transport Company","Volvo A/C Sleeper (2+1)",22:00:00.000000,"07h 00m",05:00:00.000000,0,3850.00,30,PEPSU
1231,"Delhi Airport to Patiala",https://redbus.in/bus-tickets/delhi-airport-to-patiala,"Indo Canadian Transport Company","Mercedes A/C Semi Sleeper (2+2)",23:30:00.000000,"07h 00m",06:30:00.000000,0,3300.00,44,PEPSU
1232,"Jalandhar to Delhi",https://redbus.in/bus-tickets/jalandhar-to-delhi,"Laxmi holidays","Bharat Benz A/C Sleeper (2+1)",23:25:00.000000,"07h 35m",07:00:00.000000,0,591.00,8,PEPSU
1233,"Jalandhar to Delhi",https://redbus.in/bus-tickets/jalandhar-to-delhi,"New Navyug Travels","A/C Sleeper (2+1)",21:50:00.000000,"07h 40m",05:30:00.000000,0,608.00,16,PEPSU
1234,"Jalandhar to Delhi",https://redbus.in/bus-tickets/jalandhar-to-delhi,"Laxmi holidays","Bharat Benz A/C Sleeper (2+1)",23:55:00.000000,"07h 35m",07:30:00.000000,0,591.00,13,PEPSU
1235,"Jalandhar to Delhi",https://redbus.in/bus-tickets/jalandhar-to-delhi,"Laxmi holidays","Bharat Benz A/C Seater /Sleeper (2+1)",22:35:00.000000,"07h 45m",06:20:00.000000,0,485.00,9,PEPSU
1236,"Jalandhar to Delhi",https://redbus.in/bus-tickets/jalandhar-to-delhi,,,00:00:00.000000,,00:00:00.000000,0,0.00,0,PEPSU
1237,"Delhi Airport to Ludhiana",https://redbus.in/bus-tickets/delhi-airport-to-ludhiana,"RSRTC - 156675","Express Non AC Seater 2+3",22:30:00.000000,"06h 45m",05:15:00.000000,0,436.00,41,PEPSU
1238,"Delhi Airport to Ludhiana",https://redbus.in/bus-tickets/delhi-airport-to-ludhiana,"Laxmi holidays","Bharat Benz A/C Sleeper (2+1)",23:40:00.000000,"06h 50m",06:30:00.000000,0,1319.00,11,PEPSU
1239,"Delhi Airport to Ludhiana",https://redbus.in/bus-tickets/delhi-airport-to-ludhiana,"Laxmi holidays","Bharat Benz A/C Sleeper (2+1)",23:30:00.000000,"07h 00m",06:30:00.000000,0,1225.00,15,PEPSU
1240,"Delhi Airport to Ludhiana",https://redbus.in/bus-tickets/delhi-airport-to-ludhiana,"AdOrbit Aviation Pvt Ltd","Mercedes Multi-Axle Semi Sleeper (2+2)",23:55:00.000000,"07h 50m",07:45:00.000000,0,949.00,19,PEPSU
1241,"Delhi Airport to Ludhiana",https://redbus.in/bus-tickets/delhi-airport-to-ludhiana,,,00:00:00.000000,,00:00:00.000000,0,0.00,0,PEPSU
1242,"Digha to Kolkata",https://redbus.in/bus-tickets/digha-to-kolkata,"Snemita Paribahan(Shinjini)","A/C Seater (2+3)",22:45:00.000000,"05h 25m",04:10:00.000000,0,288.00,16,WBTC
1243,"Digha to Kolkata",https://redbus.in/bus-tickets/digha-to-kolkata,"City Express (Shinjini)","AC Seater (2+3)",22:45:00.000000,"05h 25m",04:10:00.000000,0,288.00,19,WBTC
1244,"Digha to Kolkata",https://redbus.in/bus-tickets/digha-to-kolkata,"Satya Paribahan","A/C Seater (2+3)",23:00:00.000000,"04h 45m",03:45:00.000000,0,320.00,31,WBTC
1245,"Digha to Kolkata",https://redbus.in/bus-tickets/digha-to-kolkata,,,00:00:00.000000,,00:00:00.000000,0,0.00,0,WBTC
1246,"Kolkata to Digha",https://redbus.in/bus-tickets/kolkata-to-digha,"SBSTC-GARIA - DIGHA - 15:15 (DIGHA DEPOT) - 543","Non AC Seater (2+3)",16:30:00.000000,"04h 30m",21:00:00.000000,0,155.00,21,SBSTC
1247,"Kolkata to Digha",https://redbus.in/bus-tickets/kolkata-to-digha,"Shyamoli Paribahan Pvt Ltd","VE A/C Seater (2+2)",23:30:00.000000,"05h 00m",04:30:00.000000,0,950.00,6,SBSTC
1248,"Kolkata to Digha",https://redbus.in/bus-tickets/kolkata-to-digha,"Express Line","Volvo 9600 A/C Seater (2+2)",23:45:00.000000,"05h 00m",04:45:00.000000,0,1019.00,21,SBSTC
1249,"Kolkata to Digha",https://redbus.in/bus-tickets/kolkata-to-digha,"AdSagufta Travels(Angel)","A/C Seater (2+2)",23:58:00.000000,"05h 12m",05:10:00.000000,0,338.00,0,SBSTC
1250,"Digha to Kolkata",https://redbus.in/bus-tickets/digha-to-kolkata,"Snemita Paribahan(Shinjini)","A/C Seater (2+3)",22:45:00.000000,"05h 25m",04:10:00.000000,0,288.00,16,SBSTC
1251,"Digha to Kolkata",https://redbus.in/bus-tickets/digha-to-kolkata,"City Express (Shinjini)","AC Seater (2+3)",22:45:00.000000,"05h 25m",04:10:00.000000,0,288.00,19,SBSTC
1252,"Digha to Kolkata",https://redbus.in/bus-tickets/digha-to-kolkata,"Satya Paribahan","A/C Seater (2+3)",23:00:00.000000,"04h 45m",03:45:00.000000,0,320.00,31,SBSTC
1253,"Digha to Kolkata",https://redbus.in/bus-tickets/digha-to-kolkata,,,00:00:00.000000,,00:00:00.000000,0,0.00,0,SBSTC
1254,"Digha to Kolkata",https://redbus.in/bus-tickets/digha-to-kolkata,"Snemita Paribahan(Shinjini)","A/C Seater (2+3)",22:45:00.000000,"05h 25m",04:10:00.000000,0,288.00,16,WBSTC
1255,"Digha to Kolkata",https://redbus.in/bus-tickets/digha-to-kolkata,"City Express (Shinjini)","AC Seater (2+3)",22:45:00.000000,"05h 25m",04:10:00.000000,0,288.00,19,WBSTC
1256,"Digha to Kolkata",https://redbus.in/bus-tickets/digha-to-kolkata,"Satya Paribahan","A/C Seater (2+3)",23:00:00.000000,"04h 45m",03:45:00.000000,0,320.00,31,WBSTC
1257,"Digha to Kolkata",https://redbus.in/bus-tickets/digha-to-kolkata,,,00:00:00.000000,,00:00:00.000000,0,0.00,0,WBSTC
1258,"Kolkata to Digha",https://redbus.in/bus-tickets/kolkata-to-digha,"SBSTC-GARIA - DIGHA - 15:15 (DIGHA DEPOT) - 543","Non AC Seater (2+3)",16:30:00.000000,"04h 30m",21:00:00.000000,0,155.00,21,WBSTC
1259,"Kolkata to Digha",https://redbus.in/bus-tickets/kolkata-to-digha,"Shyamoli Paribahan Pvt Ltd","VE A/C Seater (2+2)",23:30:00.000000,"05h 00m",04:30:00.000000,0,950.00,6,WBSTC
1260,"Kolkata to Digha",https://redbus.in/bus-tickets/kolkata-to-digha,"Express Line","Volvo 9600 A/C Seater (2+2)",23:45:00.000000,"05h 00m",04:45:00.000000,0,1019.00,14,WBSTC
1261,"Kolkata to Digha",https://redbus.in/bus-tickets/kolkata-to-digha,"AdSagufta Travels (Santosh)","A/C Seater / Sleeper (2+2)",01:20:00.000000,"04h 10m",05:30:00.000000,0,370.00,0,WBSTC
1262,"Mandarmani to Kolkata",https://redbus.in/bus-tickets/mandarmani-to-kolkata,"Sneha Gold Bus Service","A/C Seater (2+3)",17:10:00.000000,"04h 20m",21:30:00.000000,0,300.00,31,WBSTC
1263,"Kolkata to Mandarmani",https://redbus.in/bus-tickets/kolkata-to-mandarmani,"Shyamoli Paribahan Pvt Ltd","VE A/C Seater (2+2)",23:30:00.000000,"04h 15m",03:45:00.000000,0,950.00,21,WBSTC
1264,"Kolkata to Mandarmani",https://redbus.in/bus-tickets/kolkata-to-mandarmani,"Express Line","Volvo 9600 A/C Seater (2+2)",23:45:00.000000,"04h 20m",04:05:00.000000,0,1019.00,6,WBSTC
1265,"Kolkata to Mandarmani",https://redbus.in/bus-tickets/kolkata-to-mandarmani,"Maa Chandi Travels","A/C Seater / Sleeper (2+2)",22:00:00.000000,"07h 10m",05:10:00.000000,0,400.00,17,WBSTC
1266,"Kolkata to Mandarmani",https://redbus.in/bus-tickets/kolkata-to-mandarmani,"Basu Travels","A/C Seater / Sleeper (2+2)",23:59:00.000000,"04h 01m",04:00:00.000000,0,479.00,29,WBSTC
1267,"Kolkata to Mandarmani",https://redbus.in/bus-tickets/kolkata-to-mandarmani,"Mayuri Express",,23:15:00.000000,"03h 45m",03:00:00.000000,0,360.00,0,WBSTC
1268,"Kolkata to Siliguri",https://redbus.in/bus-tickets/kolkata-to-siliguri,"SBSTC-KOLKATA - SILIGURI - VOLVO - 20:05 (BEL DEPT) - 3925","Volvo AC Seater (2+2)",20:05:00.000000,"13h 00m",09:05:00.000000,0,1210.00,49,NBSTC
1269,"Kolkata to Siliguri",https://redbus.in/bus-tickets/kolkata-to-siliguri,"Shyamoli Paribahan Pvt Ltd","Scania Multi-Axle AC Semi Sleeper (2+2)",21:00:00.000000,"13h 15m",10:15:00.000000,0,1499.00,28,NBSTC
1270,"Kolkata to Siliguri",https://redbus.in/bus-tickets/kolkata-to-siliguri,"Lokenath Bus Service","Volvo A/C B11R Multi Axle Semi Sleeper (2+2)",20:00:00.000000,"12h 00m",08:00:00.000000,0,1350.00,17,NBSTC
1271,"Kolkata to Siliguri",https://redbus.in/bus-tickets/kolkata-to-siliguri,,,00:00:00.000000,,00:00:00.000000,0,0.00,0,NBSTC
1272,"Kolkata to Siliguri",https://redbus.in/bus-tickets/kolkata-to-siliguri,,,00:00:00.000000,,00:00:00.000000,0,0.00,0,NBSTC
1273,"Siliguri to Kolkata",https://redbus.in/bus-tickets/siliguri-to-kolkata,"NBSTC-SLG-KOL-AC-18:45 - 176648","AC Seater (2+2)",19:00:00.000000,"12h 00m",07:00:00.000000,0,800.00,10,NBSTC
1274,"Siliguri to Kolkata",https://redbus.in/bus-tickets/siliguri-to-kolkata,Greenline,"Volvo 9600 A/C Seater/Sleeper (2+1)",19:15:00.000000,"13h 00m",08:15:00.000000,0,1200.00,19,NBSTC
1275,"Siliguri to Kolkata",https://redbus.in/bus-tickets/siliguri-to-kolkata,"Lokenath Bus Service","Volvo Multi Axle B11R AC Seater\Sleeper (2+1)",20:30:00.000000,"12h 00m",08:30:00.000000,0,1200.00,21,NBSTC
1276,"Siliguri to Kolkata",https://redbus.in/bus-tickets/siliguri-to-kolkata,"Express Line","Volvo 9600 A/C Seater/Sleeper (2+1)",19:30:00.000000,"12h 30m",08:00:00.000000,0,1199.00,19,NBSTC
1277,"Siliguri to Kolkata",https://redbus.in/bus-tickets/siliguri-to-kolkata,,,00:00:00.000000,,00:00:00.000000,0,0.00,0,NBSTC
1278,"Raiganj to Kolkata",https://redbus.in/bus-tickets/raiganj-to-kolkata,"Express Line","Volvo 9600 Multi-Axle A/C Sleeper (2+1)",22:15:00.000000,"08h 55m",07:10:00.000000,0,1499.00,4,NBSTC
1279,"Raiganj to Kolkata",https://redbus.in/bus-tickets/raiganj-to-kolkata,"Lokenath Bus Service","Volvo A/C Seater (2+2)",20:50:00.000000,"09h 40m",06:30:00.000000,0,900.00,20,NBSTC
1280,"Raiganj to Kolkata",https://redbus.in/bus-tickets/raiganj-to-kolkata,"Lokenath Bus Service","Volvo 9600 Multi-Axle A/C Sleeper (2+1)",23:30:00.000000,"08h 15m",07:45:00.000000,0,1500.00,13,NBSTC
1281,"Raiganj to Kolkata",https://redbus.in/bus-tickets/raiganj-to-kolkata,"Lokenath Bus Service","Volvo Multi-Axle A/C Seater/Sleeper (2+1)",22:45:00.000000,"08h 00m",06:45:00.000000,0,1200.00,25,NBSTC
1282,"Raiganj to Kolkata",https://redbus.in/bus-tickets/raiganj-to-kolkata,,,00:00:00.000000,,00:00:00.000000,0,0.00,0,NBSTC
1283,"Kolkata to Raiganj",https://redbus.in/bus-tickets/kolkata-to-raiganj,"Lokenath Bus Service","Volvo A/C Seater (2+2)",21:00:00.000000,"09h 30m",06:30:00.000000,0,900.00,24,NBSTC
1284,"Kolkata to Raiganj",https://redbus.in/bus-tickets/kolkata-to-raiganj,"Royal Cruiser","Scania Multi-Axle AC Semi Sleeper (2+2)",18:00:00.000000,"09h 00m",03:00:00.000000,0,800.00,13,NBSTC
1285,"Kolkata to Raiganj",https://redbus.in/bus-tickets/kolkata-to-raiganj,"Shyamoli Paribahan Pvt Ltd","Scania Multi-Axle AC Semi Sleeper (2+2)",21:00:00.000000,"08h 50m",05:50:00.000000,0,1499.00,26,NBSTC
1286,"Kolkata to Raiganj",https://redbus.in/bus-tickets/kolkata-to-raiganj,"Easy Ride",,18:30:00.000000,"10h 10m",04:40:00.000000,0,1600.00,0,NBSTC
1287,"Kolkata to Raiganj",https://redbus.in/bus-tickets/kolkata-to-raiganj,,,00:00:00.000000,,00:00:00.000000,0,0.00,0,NBSTC
1288,"Malda to Kolkata",https://redbus.in/bus-tickets/malda-to-kolkata,"NBSTC-BLG-KOL-R1-18:30 - 156419","NON A/C Seater Push Back (2+2)",20:45:00.000000,"09h 15m",06:00:00.000000,0,276.00,5,NBSTC
1289,"Malda to Kolkata",https://redbus.in/bus-tickets/malda-to-kolkata,"Shyamoli Paribahan Pvt Ltd","Scania Multi-Axle AC Semi Sleeper (2+2)",22:00:00.000000,"07h 00m",05:00:00.000000,0,500.00,26,NBSTC
1290,"Malda to Kolkata",https://redbus.in/bus-tickets/malda-to-kolkata,"Express Line","Volvo 9600 A/C Seater/Sleeper (2+1)",22:00:00.000000,"07h 00m",05:00:00.000000,0,599.00,18,NBSTC
1291,"Malda to Kolkata",https://redbus.in/bus-tickets/malda-to-kolkata,"Lokenath Bus Service","Volvo A/C Seater (2+2)",22:35:00.000000,"07h 55m",06:30:00.000000,0,649.00,20,NBSTC
1292,"Malda to Kolkata",https://redbus.in/bus-tickets/malda-to-kolkata,,,00:00:00.000000,,00:00:00.000000,0,0.00,0,NBSTC
1293,"Kolkata to Malda",https://redbus.in/bus-tickets/kolkata-to-malda,"SBSTC-KOLKATA - SILIGURI - VOLVO - 20:05 (BEL DEPT) - 3925","Volvo AC Seater (2+2)",20:05:00.000000,"03h 55m",00:00:00.000000,0,660.00,49,NBSTC
1294,"Kolkata to Malda",https://redbus.in/bus-tickets/kolkata-to-malda,"Shyamoli Paribahan Pvt Ltd","Volvo A/C Seater (2+2)",20:00:00.000000,"08h 30m",04:30:00.000000,0,650.00,30,NBSTC
1295,"Kolkata to Malda",https://redbus.in/bus-tickets/kolkata-to-malda,"Lokenath Bus Service","Volvo A/C Seater (2+2)",21:00:00.000000,"08h 15m",05:15:00.000000,0,650.00,24,NBSTC
1296,"Kolkata to Malda",https://redbus.in/bus-tickets/kolkata-to-malda,"Rubi Paribahan  ",,19:30:00.000000,"08h 45m",04:15:00.000000,0,0.00,0,NBSTC
1297,"Kolkata to Malda",https://redbus.in/bus-tickets/kolkata-to-malda,,,00:00:00.000000,,00:00:00.000000,0,0.00,0,NBSTC
1298,"Delhi to Lucknow",https://redbus.in/bus-tickets/delhi-to-lucknow,"Gola Bus Service","Bharat Benz A/C Seater /Sleeper (2+1)",22:30:00.000000,"08h 00m",06:30:00.000000,0,1099.00,13,UPSRTC
1299,"Delhi to Lucknow",https://redbus.in/bus-tickets/delhi-to-lucknow,PTC-SKYBUS,"VE A/C Seater / Sleeper (2+1)",23:50:00.000000,"07h 40m",07:30:00.000000,0,1131.00,16,UPSRTC
1300,"Delhi to Lucknow",https://redbus.in/bus-tickets/delhi-to-lucknow,"IntrCity SmartBus","Bharat Benz A/C Seater /Sleeper (2+1)",21:20:00.000000,"09h 15m",06:35:00.000000,0,1109.00,21,UPSRTC
1301,"Delhi to Lucknow",https://redbus.in/bus-tickets/delhi-to-lucknow,,,00:00:00.000000,,00:00:00.000000,0,0.00,0,UPSRTC
1302,"Delhi to Lucknow",https://redbus.in/bus-tickets/delhi-to-lucknow,,,00:00:00.000000,,00:00:00.000000,0,0.00,0,UPSRTC
1303,"Delhi to Chandigarh",https://redbus.in/bus-tickets/delhi-to-chandigarh,FlixBus,"AC Seater (2+2)",16:00:00.000000,"06h 10m",22:10:00.000000,0,634.00,0,"CTU RTC"
